sample,outcome,term,effect,coef_log_odds,odds_ratio,ci_low,ci_high,p_value,n,event_rate_pct,aic
all_valid_accounts,has_human_review,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Claude_Code]",agent=Claude_Code vs OpenAI_Codex,0.008672006941266061,1.0087097177240276,0.6292643819272287,1.6169599358454647,0.9712666564761029,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Cursor]",agent=Cursor vs OpenAI_Codex,0.5335203220953224,1.7049236370786396,1.071505025147886,2.7127867252589635,0.024359647230403108,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Devin]",agent=Devin vs OpenAI_Codex,0.8693149641868304,2.3852762940365846,1.147759371393243,4.957086947577239,0.019847854296101277,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,C(task_category)[T.ci_build],C(task_category)[T.ci_build],-0.19268447543204067,0.8247421595030674,0.6260773556186588,1.0864466244584796,0.17058846930585725,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,C(task_category)[T.dependency],C(task_category)[T.dependency],-0.3140016102654572,0.7305178518308151,0.5308837979430887,1.0052224873148554,0.053857468708440555,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,C(task_category)[T.docs],C(task_category)[T.docs],0.2417783094355208,1.2735118359616409,0.9422838687422117,1.7211717722593074,0.11568293368400141,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,C(task_category)[T.feature],C(task_category)[T.feature],-0.1341561789985644,0.8744534826687824,0.7435473571271551,1.0284064438155152,0.10492621502527338,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,C(task_category)[T.other],C(task_category)[T.other],-0.03638745654323327,0.9642666096873372,0.6691385808012389,1.3895628218664957,0.8452436965086934,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,C(task_category)[T.performance],C(task_category)[T.performance],-0.45371906215819874,0.6352611770830111,0.30084926953716257,1.3413918661984428,0.23413312934595243,28625,12.090829694323144,11315.155560092811
all_valid_accounts,has_human_review,C(task_category)[T.refactor],C(task_category)[T.refactor],0.12215018555921793,1.1299237872737098,0.8255054540622937,1.5466012474711281,0.44565921119992635,28625,12.090829694323144,11315.155560092811
