sample,outcome,term,effect,coef_log_odds,odds_ratio,ci_low,ci_high,p_value,n,event_rate_pct,aic
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Claude_Code]",agent=Claude_Code vs OpenAI_Codex,0.12025329364027741,1.127782475533152,0.45534192603417006,2.793270813424368,0.7949636767596614,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,"C(agent, Treatment(reference='OpenAI_Codex'))[T.Cursor]",agent=Cursor vs OpenAI_Codex,0.5917624294832087,1.8071706211514391,0.9989221543436889,3.2693895512795144,0.050418211477099545,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.COLLABORATOR]",author_association=COLLABORATOR vs CONTRIBUTOR,-0.7550819948194675,0.4699720778749682,0.2592601346239747,0.8519387460107034,0.012848301623846627,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.MEMBER]",author_association=MEMBER vs CONTRIBUTOR,-0.25147970142155585,0.7776492426237137,0.4735503799117478,1.277030639624735,0.3203701259997285,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.NONE]",author_association=NONE vs CONTRIBUTOR,-3.8337900091396175,0.021627491711697516,0.003026757612169098,0.1545377785981142,0.00013285799744491307,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,"C(author_association, Treatment(reference='CONTRIBUTOR'))[T.OWNER]",author_association=OWNER vs CONTRIBUTOR,-2.9397286607548323,0.05288007523157677,0.02520335503381881,0.11094960780995368,7.536503926401371e-15,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,C(task_category)[T.ci_build],C(task_category)[T.ci_build],0.1630799074844254,1.1771307474873274,0.6506241320412256,2.129703969529793,0.5898217025811983,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,C(task_category)[T.dependency],C(task_category)[T.dependency],0.060092671770645804,1.0619349533779616,0.5594851682536849,2.015613476807169,0.8541767869269457,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,C(task_category)[T.docs],C(task_category)[T.docs],-0.13050557739567836,0.8776515979248585,0.46513525358697283,1.6560179461779472,0.6870491703802424,2003,16.525212181727408,1489.8724464718125
github_enriched_human_account_linked_no_extreme_pairs,has_human_review,C(task_category)[T.feature],C(task_category)[T.feature],0.07926318449155831,1.082489178947893,0.7303439455312167,1.6044260101136125,0.6929941541256697,2003,16.525212181727408,1489.8724464718125
