id,agent,user,user_id,repo_id,html_url,api_url,status,http_status,additions,deletions,changed_files,commits,author_association,draft,maintainer_can_modify,github_merged,github_state,rate_limit_remaining,rate_limit_reset,fetched_at,error
3137613966,OpenAI_Codex,forntoh,27886627,267951056,https://github.com/forntoh/LcdMenu/pull/368,https://api.github.com/repos/forntoh/LcdMenu/pulls/368,ok,200,233,3,6,10,OWNER,True,False,False,closed,,,2026-06-03T20:37:18.870748+00:00,
3187312401,Cursor,talboren,68807791,597502256,https://github.com/keephq/keep/pull/5113,https://api.github.com/repos/keephq/keep/pulls/5113,ok,200,172,24,5,6,MEMBER,False,False,True,closed,,,2026-06-03T20:37:20.040834+00:00,
3070674758,OpenAI_Codex,knaeckeKami,1313079,201116626,https://github.com/gql-dart/gql/pull/490,https://api.github.com/repos/gql-dart/gql/pulls/490,ok,200,2,2,2,1,COLLABORATOR,False,False,False,open,,,2026-06-03T20:37:21.272886+00:00,
3196281861,Cursor,ramiAbdou,38056800,778399384,https://github.com/colorstackorg/oyster/pull/852,https://api.github.com/repos/colorstackorg/oyster/pulls/852,ok,200,3453,11982,40,14,MEMBER,False,False,True,closed,,,2026-06-03T20:37:22.403673+00:00,
3074258030,OpenAI_Codex,ObservedObserver,22167673,602389947,https://github.com/Kanaries/pygwalker/pull/700,https://api.github.com/repos/Kanaries/pygwalker/pulls/700,ok,200,483,2,11,5,MEMBER,False,False,True,closed,,,2026-06-03T20:37:23.780474+00:00,
3222147217,Cursor,wtfsayo,82053242,826170402,https://github.com/elizaOS/eliza/pull/5535,https://api.github.com/repos/elizaOS/eliza/pulls/5535,ok,200,478,9,3,1,CONTRIBUTOR,False,False,True,closed,,,2026-06-03T20:37:25.071030+00:00,
3136716637,Cursor,jannikmaierhoefer,48529566,643978507,https://github.com/langfuse/langfuse-docs/pull/1630,https://api.github.com/repos/langfuse/langfuse-docs/pulls/1630,ok,200,55,23,1,1,MEMBER,False,False,True,closed,,,2026-06-03T20:37:26.507502+00:00,
3240646305,OpenAI_Codex,dlwh,9633,496005961,https://github.com/stanford-crfm/levanter/pull/1069,https://api.github.com/repos/marin-community/levanter/pulls/1069,ok,200,3,0,1,1,MEMBER,False,False,True,closed,,,2026-06-03T20:37:28.170359+00:00,
3264839247,Cursor,olliethedev,5933733,858930584,https://github.com/olliethedev/ui-builder/pull/33,https://api.github.com/repos/olliethedev/ui-builder/pulls/33,ok,200,1387,9,8,1,OWNER,True,False,False,closed,,,2026-06-03T20:37:29.605163+00:00,
3137604936,OpenAI_Codex,forntoh,27886627,267951056,https://github.com/forntoh/LcdMenu/pull/367,https://api.github.com/repos/forntoh/LcdMenu/pulls/367,ok,200,49,0,1,1,OWNER,False,False,True,closed,,,2026-06-03T20:37:31.169315+00:00,
3124970716,OpenAI_Codex,karakanb,16530606,674225653,https://github.com/bruin-data/bruin/pull/743,https://api.github.com/repos/bruin-data/bruin/pulls/743,ok,200,275,18,12,3,CONTRIBUTOR,False,False,True,closed,,,2026-06-03T20:37:32.660309+00:00,
3207286828,Cursor,areibman,14807319,679017521,https://github.com/AgentOps-AI/agentops/pull/1134,https://api.github.com/repos/AgentOps-AI/agentops/pulls/1134,ok,200,456,89,2,3,CONTRIBUTOR,False,False,True,closed,,,2026-06-03T20:37:34.098960+00:00,
3118053758,OpenAI_Codex,aryairani,538571,35164952,https://github.com/unisonweb/unison/pull/5738,https://api.github.com/repos/unisonweb/unison/pulls/5738,ok,200,15,12,1,1,CONTRIBUTOR,False,False,False,closed,,,2026-06-03T20:37:35.664629+00:00,
3224637642,Cursor,Michaelvll,6753189,395140743,https://github.com/skypilot-org/skypilot/pull/6247,https://api.github.com/repos/skypilot-org/skypilot/pulls/6247,ok,200,40,39,2,4,COLLABORATOR,False,False,True,closed,,,2026-06-03T20:37:36.988500+00:00,
3205763785,OpenAI_Codex,benahm,3356566,107993468,https://github.com/benahm/TestDataFactory/pull/26,https://api.github.com/repos/benahm/TestDataFactory/pulls/26,ok,200,1,1,1,1,OWNER,False,False,True,closed,,,2026-06-03T20:37:38.360434+00:00,
3120421325,OpenAI_Codex,Rai220,1329774,696262338,https://github.com/ai-forever/gigachat/pull/66,https://api.github.com/repos/ai-forever/gigachat/pulls/66,ok,200,122,33,6,1,COLLABORATOR,False,False,False,closed,,,2026-06-03T20:37:39.672155+00:00,
3118133108,OpenAI_Codex,nwalters512,1476544,20046997,https://github.com/PrairieLearn/PrairieLearn/pull/12115,https://api.github.com/repos/PrairieLearn/PrairieLearn/pulls/12115,ok,200,23,63,9,2,CONTRIBUTOR,False,False,True,closed,,,2026-06-03T20:37:40.860974+00:00,
3075188683,OpenAI_Codex,louis030195,25003283,964314175,https://github.com/mediar-ai/terminator/pull/33,https://api.github.com/repos/mediar-ai/terminator/pulls/33,ok,200,4,0,1,1,CONTRIBUTOR,False,False,True,closed,,,2026-06-03T20:37:42.173023+00:00,
3245273880,OpenAI_Codex,mikasoukhov,6942548,27703983,https://github.com/StockSharp/StockSharp/pull/466,https://api.github.com/repos/StockSharp/StockSharp/pulls/466,ok,200,66,0,1,1,CONTRIBUTOR,False,False,True,closed,,,2026-06-03T20:37:43.448819+00:00,
3255276483,Cursor,imbhargav5,2936644,156734327,https://github.com/imbhargav5/rooks/pull/1847,https://api.github.com/repos/imbhargav5/rooks/pulls/1847,ok,200,199,4,1,1,OWNER,False,False,True,closed,,,2026-06-03T20:37:44.882999+00:00,
3245242601,Cursor,AngeloGiacco,29235343,609957061,https://github.com/elevenlabs/elevenlabs-docs/pull/1338,,http_error,404,,,,,,,,,,,,2026-06-03T20:38:55.510494+00:00,"{""message"":""Not Found"",""documentation_url"":""https://docs.github.com/rest"",""status"":""404""}"
3189893076,OpenAI_Codex,dlwh,9633,775839592,https://github.com/marin-community/marin/pull/1412,https://api.github.com/repos/marin-community/marin/pulls/1412,ok,200,2,3,1,2,MEMBER,False,False,False,closed,37,1780522638,2026-06-03T20:38:56.659429+00:00,
3165199669,Cursor,edeNFed,5587419,501095512,https://github.com/odigos-io/odigos/pull/3049,https://api.github.com/repos/odigos-io/odigos/pulls/3049,ok,200,6,0,1,2,CONTRIBUTOR,False,False,True,closed,36,1780522638,2026-06-03T20:38:57.942774+00:00,
3075980392,OpenAI_Codex,lalalune,18633264,826170402,https://github.com/elizaOS/eliza/pull/4658,https://api.github.com/repos/elizaOS/eliza/pulls/4658,ok,200,166,0,5,1,MEMBER,True,False,False,closed,35,1780522638,2026-06-03T20:38:59.090549+00:00,
3258956169,OpenAI_Codex,wintonzheng,5225702,764723738,https://github.com/Skyvern-AI/skyvern/pull/3024,https://api.github.com/repos/Skyvern-AI/skyvern/pulls/3024,ok,200,43,102,7,1,CONTRIBUTOR,False,False,False,closed,34,1780522638,2026-06-03T20:39:00.415941+00:00,
3086671266,OpenAI_Codex,davegaeddert,649496,617269166,https://github.com/dropseed/plain/pull/30,https://api.github.com/repos/dropseed/plain/pulls/30,ok,200,1,1,1,1,MEMBER,False,False,True,closed,4997,1780523753,2026-06-03T21:01:10.472011+00:00,
3138343018,OpenAI_Codex,RobHofmann,4020931,140618233,https://github.com/RobHofmann/HomeAssistant-GreeClimateComponent/pull/282,https://api.github.com/repos/RobHofmann/HomeAssistant-GreeClimateComponent/pulls/282,ok,200,79,14,1,1,OWNER,False,False,False,closed,4996,1780523753,2026-06-03T21:01:12.076488+00:00,
3134922239,OpenAI_Codex,joamag,25441,565750987,https://github.com/joamag/boytacean/pull/23,https://api.github.com/repos/joamag/boytacean/pulls/23,ok,200,195,42,2,3,OWNER,False,False,False,open,4995,1780523753,2026-06-03T21:01:13.281217+00:00,
3246796582,Claude_Code,max-sixty,5635139,25501620,https://github.com/numbagg/numbagg/pull/391,https://api.github.com/repos/numbagg/numbagg/pulls/391,ok,200,49,73,3,1,COLLABORATOR,False,False,True,closed,4994,1780523753,2026-06-03T21:01:14.846314+00:00,
3141429516,OpenAI_Codex,rgerhards,1482123,10458362,https://github.com/rsyslog/rsyslog/pull/5687,https://api.github.com/repos/rsyslog/rsyslog/pulls/5687,ok,200,14,9,1,3,MEMBER,False,False,True,closed,4993,1780523753,2026-06-03T21:01:15.904967+00:00,
3079094288,OpenAI_Codex,toyamarinyon,535254,845317529,https://github.com/giselles-ai/giselle/pull/904,https://api.github.com/repos/giselles-ai/giselle/pulls/904,ok,200,84,0,5,3,CONTRIBUTOR,False,False,True,closed,4992,1780523753,2026-06-03T21:01:17.197204+00:00,
3104675967,OpenAI_Codex,cwuom,74239856,915619331,https://github.com/cwuom/ono/pull/3,https://api.github.com/repos/cwuom/ono/pulls/3,ok,200,4,4,1,1,OWNER,False,False,True,closed,4991,1780523753,2026-06-03T21:01:18.213034+00:00,
3115228935,OpenAI_Codex,n3d1117,11541888,574160606,https://github.com/n3d1117/chatgpt-telegram-bot/pull/688,https://api.github.com/repos/n3d1117/chatgpt-telegram-bot/pulls/688,ok,200,1165,991,4,1,OWNER,True,False,False,open,4990,1780523753,2026-06-03T21:01:19.352649+00:00,
3070757001,OpenAI_Codex,robertmartin8,11792905,103809752,https://github.com/robertmartin8/KindleClippings/pull/13,https://api.github.com/repos/robertmartin8/KindleClippings/pulls/13,ok,200,13,8,2,2,OWNER,False,False,True,closed,4989,1780523753,2026-06-03T21:01:20.474261+00:00,
3077957977,OpenAI_Codex,georgi,19498,777230015,https://github.com/nodetool-ai/nodetool/pull/26,https://api.github.com/repos/nodetool-ai/nodetool/pulls/26,ok,200,3,6,1,1,COLLABORATOR,False,False,True,closed,4988,1780523753,2026-06-03T21:01:21.774783+00:00,
3078671316,OpenAI_Codex,marsninja,8206008,422711680,https://github.com/jaseci-labs/jaseci/pull/1912,https://api.github.com/repos/jaseci-labs/jaseci/pulls/1912,ok,200,138,94,3,2,COLLABORATOR,False,False,False,closed,4987,1780523753,2026-06-03T21:01:22.696745+00:00,
3093039940,OpenAI_Codex,mldangelo,7235481,633927609,https://github.com/promptfoo/promptfoo/pull/4187,https://api.github.com/repos/promptfoo/promptfoo/pulls/4187,ok,200,16,7,2,1,MEMBER,False,False,True,closed,4986,1780523753,2026-06-03T21:01:23.681801+00:00,
3085118980,OpenAI_Codex,sawka,2722291,942851394,https://github.com/outrigdev/outrig/pull/88,https://api.github.com/repos/outrigdev/outrig/pulls/88,ok,200,59,4,1,1,CONTRIBUTOR,False,False,False,closed,4985,1780523753,2026-06-03T21:01:24.794826+00:00,
3089195459,OpenAI_Codex,pkuehnel,35361981,449656810,https://github.com/pkuehnel/TeslaSolarCharger/pull/1979,https://api.github.com/repos/pkuehnel/TeslaSolarCharger/pulls/1979,ok,200,195,473,12,1,OWNER,False,False,False,closed,4984,1780523753,2026-06-03T21:01:26.109065+00:00,
3083499712,OpenAI_Codex,peter-lawrey,1070321,12974177,https://github.com/OpenHFT/Java-Thread-Affinity/pull/157,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity/pulls/157,ok,200,10,8,2,1,MEMBER,False,False,True,closed,4983,1780523753,2026-06-03T21:01:27.235866+00:00,
3107487935,OpenAI_Codex,macalbert,8038046,859829892,https://github.com/macalbert/envilder/pull/47,https://api.github.com/repos/macalbert/envilder/pulls/47,ok,200,10514,4951,33,37,OWNER,False,False,True,closed,4982,1780523753,2026-06-03T21:01:28.374499+00:00,
3150540773,OpenAI_Codex,sanjushahgupta,71315276,756594023,https://github.com/bruin-data/ingestr/pull/251,https://api.github.com/repos/bruin-data/ingestr/pulls/251,ok,200,250,0,8,1,CONTRIBUTOR,True,False,False,closed,4981,1780523753,2026-06-03T21:01:29.480935+00:00,
3243449397,OpenAI_Codex,will-bogusz,24197106,1008837384,https://github.com/Iamshankhadeep/ccseva/pull/14,https://api.github.com/repos/Iamshankhadeep/ccseva/pulls/14,ok,200,78,6,5,2,CONTRIBUTOR,False,True,False,open,4980,1780523753,2026-06-03T21:01:30.639426+00:00,
3102885246,OpenAI_Codex,GigaZelensky,85454363,341052382,https://github.com/GrimAnticheat/Grim/pull/2138,https://api.github.com/repos/GrimAnticheat/Grim/pulls/2138,ok,200,29,1,13,70,CONTRIBUTOR,False,False,False,closed,4979,1780523753,2026-06-03T21:01:31.936943+00:00,
3194873100,OpenAI_Codex,sanjushahgupta,71315276,674225653,https://github.com/bruin-data/bruin/pull/862,https://api.github.com/repos/bruin-data/bruin/pulls/862,ok,200,183,0,11,5,CONTRIBUTOR,False,False,True,closed,4978,1780523753,2026-06-03T21:01:33.064571+00:00,
3070123093,OpenAI_Codex,mathiasrw,1063454,25780780,https://github.com/AlaSQL/alasql/pull/2109,https://api.github.com/repos/AlaSQL/alasql/pulls/2109,ok,200,1,1,1,1,MEMBER,False,False,False,closed,4977,1780523753,2026-06-03T21:01:34.519739+00:00,
3128964443,OpenAI_Codex,thomasloupe,6563450,262934761,https://github.com/thomasloupe/Slackord/pull/114,https://api.github.com/repos/thomasloupe/Slackord/pulls/114,ok,200,11,0,1,2,OWNER,False,False,True,closed,4976,1780523753,2026-06-03T21:01:35.565158+00:00,
3237080097,OpenAI_Codex,nilsreichardt,24459435,379622339,https://github.com/SharezoneApp/sharezone-app/pull/1898,https://api.github.com/repos/SharezoneApp/sharezone-app/pulls/1898,ok,200,138,4,6,1,MEMBER,True,False,False,closed,4975,1780523753,2026-06-03T21:01:36.868164+00:00,
3100213027,OpenAI_Codex,OsirisTerje,203432,32686245,https://github.com/nunit/nunit3-vs-adapter/pull/1274,https://api.github.com/repos/nunit/nunit3-vs-adapter/pulls/1274,ok,200,11,2,1,1,MEMBER,False,False,False,closed,4974,1780523753,2026-06-03T21:01:38.110864+00:00,
3166803539,OpenAI_Codex,ahmeda14960,30680697,496005961,https://github.com/stanford-crfm/levanter/pull/1008,https://api.github.com/repos/marin-community/levanter/pulls/1008,ok,200,198,0,3,2,CONTRIBUTOR,False,False,True,closed,4972,1780523753,2026-06-03T21:01:39.643752+00:00,
3077516240,OpenAI_Codex,theosanderson,19732295,380002519,https://github.com/theosanderson/taxonium/pull/678,https://api.github.com/repos/theosanderson/taxonium/pulls/678,ok,200,15,12,1,2,OWNER,False,False,False,closed,4971,1780523753,2026-06-03T21:01:40.950149+00:00,
3200704522,Cursor,steebchen,5013932,965250949,https://github.com/theopenco/llmgateway/pull/449,https://api.github.com/repos/theopenco/llmgateway/pulls/449,ok,200,32,1,1,2,MEMBER,False,False,True,closed,4970,1780523753,2026-06-03T21:01:42.817917+00:00,
3244998010,OpenAI_Codex,katspaugh,381895,3618686,https://github.com/katspaugh/wavesurfer.js/pull/4162,https://api.github.com/repos/katspaugh/wavesurfer.js/pulls/4162,ok,200,26,0,1,1,OWNER,False,False,True,closed,4969,1780523753,2026-06-03T21:01:43.960246+00:00,
3116829014,OpenAI_Codex,hurricup,2811330,1545071,https://github.com/JetBrains/psiviewer/pull/105,https://api.github.com/repos/JetBrains/psiviewer/pulls/105,ok,200,2,2,1,1,COLLABORATOR,False,False,True,closed,4968,1780523753,2026-06-03T21:01:44.980470+00:00,
3271050710,Claude_Code,ruvnet,2934394,995029641,https://github.com/ruvnet/claude-flow/pull/489,https://api.github.com/repos/ruvnet/ruflo/pulls/489,ok,200,22,27,7,1,OWNER,False,False,True,closed,4966,1780523753,2026-06-03T21:01:46.288620+00:00,
3176429178,OpenAI_Codex,noahho,12981296,509436902,https://github.com/PriorLabs/TabPFN/pull/340,https://api.github.com/repos/PriorLabs/TabPFN/pulls/340,ok,200,5,5,3,1,COLLABORATOR,False,False,True,closed,4965,1780523753,2026-06-03T21:01:47.614995+00:00,
3210408011,OpenAI_Codex,kunaals,19509280,172811550,https://github.com/cartography-cncf/cartography/pull/1679,https://api.github.com/repos/cartography-cncf/cartography/pulls/1679,ok,200,27,11,3,1,COLLABORATOR,True,False,False,closed,4964,1780523753,2026-06-03T21:01:49.141776+00:00,
3216288233,OpenAI_Codex,jscarle,29762210,744218577,https://github.com/jscarle/LightResults/pull/85,https://api.github.com/repos/jscarle/LightResults/pulls/85,ok,200,14,14,1,1,OWNER,False,False,True,closed,4963,1780523753,2026-06-03T21:01:50.263287+00:00,
3229923825,Cursor,mdjastrzebski,6368606,151103020,https://github.com/callstack/react-native-testing-library/pull/1791,https://api.github.com/repos/callstack/react-native-testing-library/pulls/1791,ok,200,7,23,5,5,MEMBER,False,False,True,closed,4962,1780523753,2026-06-03T21:01:51.506883+00:00,
3076960386,OpenAI_Codex,creatorrr,931887,781914762,https://github.com/julep-ai/julep/pull/1422,https://api.github.com/repos/julep-ai/julep/pulls/1422,ok,200,3,0,1,1,CONTRIBUTOR,False,False,False,open,4961,1780523753,2026-06-03T21:01:52.505706+00:00,
3088289436,OpenAI_Codex,peter-lawrey,1070321,22252491,https://github.com/OpenHFT/Chronicle-Logger/pull/181,https://api.github.com/repos/OpenHFT/Chronicle-Logger/pulls/181,ok,200,11,2,1,1,MEMBER,False,False,True,closed,4960,1780523753,2026-06-03T21:01:53.861624+00:00,
3083648036,OpenAI_Codex,fontanierh,14199823,526514610,https://github.com/dust-tt/dust/pull/12871,https://api.github.com/repos/dust-tt/dust/pulls/12871,ok,200,9,0,1,1,CONTRIBUTOR,False,False,False,closed,4959,1780523753,2026-06-03T21:01:55.022873+00:00,
3154921524,Cursor,bruno-garcia,1633368,117757315,https://github.com/getsentry/relay/pull/4821,https://api.github.com/repos/getsentry/relay/pulls/4821,ok,200,20,0,2,6,MEMBER,False,False,True,closed,4958,1780523753,2026-06-03T21:01:56.215551+00:00,
3088275578,OpenAI_Codex,peter-lawrey,1070321,22252491,https://github.com/OpenHFT/Chronicle-Logger/pull/148,https://api.github.com/repos/OpenHFT/Chronicle-Logger/pulls/148,ok,200,25,0,1,1,MEMBER,False,False,True,closed,4957,1780523753,2026-06-03T21:01:57.352777+00:00,
3158340423,OpenAI_Codex,tomquist,528585,816006939,https://github.com/tomquist/b2500-meter/pull/126,https://api.github.com/repos/tomquist/AstraMeter/pulls/126,ok,200,3,3,1,1,OWNER,False,False,True,closed,4955,1780523753,2026-06-03T21:01:58.728362+00:00,
3173165718,Claude_Code,segiddins,1946610,2203645,https://github.com/CocoaPods/CocoaPods/pull/12827,https://api.github.com/repos/CocoaPods/CocoaPods/pulls/12827,ok,200,0,3,2,1,MEMBER,False,False,False,open,4954,1780523753,2026-06-03T21:02:00.317785+00:00,
3192980020,Cursor,MatthewDailey,1706244,971047356,https://github.com/ref-tools/ref-tools-mcp/pull/3,https://api.github.com/repos/ref-tools/ref-tools-mcp/pulls/3,ok,200,59,5,3,2,MEMBER,False,False,False,closed,4953,1780523753,2026-06-03T21:02:01.509189+00:00,
3075716773,OpenAI_Codex,OEvortex,158988478,763886910,https://github.com/OEvortex/Webscout/pull/52,https://api.github.com/repos/OEvortex/Webscout/pulls/52,ok,200,245,1963,28,1,OWNER,False,False,True,closed,4952,1780523753,2026-06-03T21:02:02.691797+00:00,
3257979459,OpenAI_Codex,0x4D31,11577776,737647437,https://github.com/0x4D31/galah/pull/35,https://api.github.com/repos/0x4D31/galah/pulls/35,ok,200,500,44,9,24,OWNER,False,False,True,closed,4951,1780523753,2026-06-03T21:02:04.006124+00:00,
3166938602,OpenAI_Codex,cinnabarhorse,6047087,289282623,https://github.com/aavegotchi/aavegotchi-contracts/pull/289,https://api.github.com/repos/aavegotchi/aavegotchi-contracts/pulls/289,ok,200,950,0,4,2,MEMBER,False,False,True,closed,4950,1780523753,2026-06-03T21:02:05.067187+00:00,
3193836747,Cursor,louis030195,25003283,964314175,https://github.com/mediar-ai/terminator/pull/168,https://api.github.com/repos/mediar-ai/terminator/pulls/168,ok,200,1547,808,24,1,CONTRIBUTOR,False,False,False,closed,4949,1780523753,2026-06-03T21:02:06.362612+00:00,
3089873827,OpenAI_Codex,peter-lawrey,1070321,31261853,https://github.com/OpenHFT/Chronicle-Threads/pull/327,https://api.github.com/repos/OpenHFT/Chronicle-Threads/pulls/327,ok,200,38,35,1,1,MEMBER,False,False,True,closed,4948,1780523753,2026-06-03T21:02:07.283994+00:00,
3109734329,OpenAI_Codex,imgntn,843228,76519330,https://github.com/imgntn/j360/pull/19,https://api.github.com/repos/imgntn/j360/pulls/19,ok,200,143,9,7,1,OWNER,False,False,True,closed,4947,1780523753,2026-06-03T21:02:08.449422+00:00,
3085573710,OpenAI_Codex,peter-lawrey,1070321,12974177,https://github.com/OpenHFT/Java-Thread-Affinity/pull/171,https://api.github.com/repos/OpenHFT/Java-Thread-Affinity/pulls/171,ok,200,64,0,1,1,MEMBER,False,False,True,closed,4946,1780523753,2026-06-03T21:02:09.986845+00:00,
3211993316,OpenAI_Codex,ss7lyb,26716704,931611027,https://github.com/1517005260/graph-rag-agent/pull/30,https://api.github.com/repos/1517005260/graph-rag-agent/pulls/30,ok,200,74,5441,32,2,NONE,False,False,False,closed,4945,1780523753,2026-06-03T21:02:11.376837+00:00,
3206199204,Cursor,jxxghp,51039935,657824656,https://github.com/jxxghp/MoviePilot-Frontend/pull/356,https://api.github.com/repos/jxxghp/MoviePilot-Frontend/pulls/356,ok,200,918,3,6,4,OWNER,False,False,True,closed,4944,1780523753,2026-06-03T21:02:12.457883+00:00,
3173218926,OpenAI_Codex,kolaente,13721712,159556794,https://github.com/go-vikunja/vikunja/pull/1012,https://api.github.com/repos/go-vikunja/vikunja/pulls/1012,ok,200,2,2,2,1,MEMBER,False,False,True,closed,4943,1780523753,2026-06-03T21:02:13.532322+00:00,
3075415557,OpenAI_Codex,tac0turtle,24299864,335571729,https://github.com/evstack/ev-node/pull/2291,https://api.github.com/repos/evstack/ev-node/pulls/2291,ok,200,4,4,1,1,CONTRIBUTOR,False,False,True,closed,4942,1780523753,2026-06-03T21:02:14.772836+00:00,
3225472958,OpenAI_Codex,bobzhang,747051,749681472,https://github.com/moonbitlang/core/pull/2434,https://api.github.com/repos/moonbitlang/core/pulls/2434,ok,200,36,0,4,1,CONTRIBUTOR,False,False,True,closed,4941,1780523753,2026-06-03T21:02:15.907997+00:00,
3119321430,OpenAI_Codex,joewandy,2523391,69615317,https://github.com/joewandy/hlda/pull/47,https://api.github.com/repos/joewandy/hlda/pulls/47,ok,200,22,5,1,1,OWNER,False,False,True,closed,4940,1780523753,2026-06-03T21:02:17.212172+00:00,
3230677251,OpenAI_Codex,wwood,15348,36438823,https://github.com/wwood/singlem/pull/230,https://api.github.com/repos/wwood/singlem/pulls/230,ok,200,0,107,2,1,OWNER,False,False,True,closed,4939,1780523753,2026-06-03T21:02:18.113597+00:00,
3113528001,OpenAI_Codex,alehander92,830715,921671178,https://github.com/metacraft-labs/codetracer/pull/170,https://api.github.com/repos/metacraft-labs/codetracer/pulls/170,ok,200,220,23,8,4,CONTRIBUTOR,False,False,True,closed,4938,1780523753,2026-06-03T21:02:19.195746+00:00,
3212389407,Cursor,ay-rod,74830628,919987810,https://github.com/useautumn/autumn/pull/95,https://api.github.com/repos/useautumn/autumn/pulls/95,ok,200,327,204,18,2,COLLABORATOR,False,False,True,closed,4937,1780523753,2026-06-03T21:02:20.485835+00:00,
3090660434,OpenAI_Codex,peter-lawrey,1070321,31261879,https://github.com/OpenHFT/Chronicle-Values/pull/133,https://api.github.com/repos/OpenHFT/Chronicle-Values/pulls/133,ok,200,2,0,1,1,MEMBER,False,False,True,closed,4936,1780523753,2026-06-03T21:02:21.797581+00:00,
3070956384,OpenAI_Codex,creatorrr,931887,781914762,https://github.com/julep-ai/julep/pull/1399,https://api.github.com/repos/julep-ai/julep/pulls/1399,ok,200,1582,1845,17,7,CONTRIBUTOR,False,False,False,open,4935,1780523753,2026-06-03T21:02:22.952688+00:00,
3129931924,OpenAI_Codex,sanand0,63734,42436808,https://github.com/sanand0/xmljson/pull/52,https://api.github.com/repos/sanand0/xmljson/pulls/52,ok,200,45,3,4,1,OWNER,False,False,False,open,4934,1780523753,2026-06-03T21:02:24.119292+00:00,
3102103437,OpenAI_Codex,St0rmBr3w,82243192,716778600,https://github.com/LayerZero-Labs/devtools/pull/1535,https://api.github.com/repos/LayerZero-Labs/devtools/pulls/1535,ok,200,8,7,2,1,CONTRIBUTOR,False,False,False,closed,4933,1780523753,2026-06-03T21:02:26.155006+00:00,
3145314585,OpenAI_Codex,koculu,7453467,511139581,https://github.com/koculu/ZoneTree/pull/132,https://api.github.com/repos/koculu/ZoneTree/pulls/132,ok,200,10,10,5,1,OWNER,False,False,True,closed,4932,1780523753,2026-06-03T21:02:27.251732+00:00,
3227633928,OpenAI_Codex,pradeepantapnal,8721969,71576450,https://github.com/google/guetzli/pull/280,https://api.github.com/repos/google/guetzli/pulls/280,ok,200,50,0,1,1,NONE,False,False,False,closed,4931,1780523753,2026-06-03T21:02:28.291355+00:00,
3074965771,OpenAI_Codex,alexthuth,205520641,246072685,https://github.com/hirosystems/explorer/pull/2246,https://api.github.com/repos/stx-labs/explorer/pulls/2246,ok,200,47,3,4,1,CONTRIBUTOR,False,False,True,closed,4929,1780523753,2026-06-03T21:02:29.853418+00:00,
3229959759,OpenAI_Codex,dlwh,9633,775839592,https://github.com/marin-community/marin/pull/1454,https://api.github.com/repos/marin-community/marin/pulls/1454,ok,200,2,1,1,4,MEMBER,False,False,True,closed,4928,1780523753,2026-06-03T21:02:31.032716+00:00,
3203697359,OpenAI_Codex,andrewm4894,2178292,658849262,https://github.com/andrewm4894/anomstack/pull/159,https://api.github.com/repos/andrewm4894/anomstack/pulls/159,ok,200,34,12,1,1,OWNER,False,False,True,closed,4927,1780523753,2026-06-03T21:02:32.050121+00:00,
3212603149,OpenAI_Codex,Torantulino,22963551,614765452,https://github.com/Significant-Gravitas/AutoGPT/pull/10326,https://api.github.com/repos/Significant-Gravitas/AutoGPT/pulls/10326,ok,200,12,6,2,3,MEMBER,False,False,True,closed,4926,1780523753,2026-06-03T21:02:33.076995+00:00,
3166259443,OpenAI_Codex,FrancescoBorzi,75517,191058169,https://github.com/azerothcore/Keira3/pull/3365,https://api.github.com/repos/azerothcore/Keira3/pulls/3365,ok,200,256,373,39,2,COLLABORATOR,False,False,True,closed,4925,1780523753,2026-06-03T21:02:34.284223+00:00,
3185284679,OpenAI_Codex,fa0311,34892635,468694809,https://github.com/fa0311/DMMGamePlayerFastLauncher/pull/183,https://api.github.com/repos/fa0311/DMMGamePlayerFastLauncher/pulls/183,ok,200,11,11,3,1,OWNER,False,False,True,closed,4924,1780523753,2026-06-03T21:02:35.532570+00:00,
3105452595,OpenAI_Codex,alexanderjeurissen,1220084,84483314,https://github.com/alexanderjeurissen/ranger_devicons/pull/138,https://api.github.com/repos/alexanderjeurissen/ranger_devicons/pulls/138,ok,200,87,6,8,1,OWNER,False,False,True,closed,4923,1780523753,2026-06-03T21:02:36.553045+00:00,
3168811618,OpenAI_Codex,osterman,52489,292427680,https://github.com/cloudposse/atmos/pull/1329,https://api.github.com/repos/cloudposse/atmos/pulls/1329,ok,200,23,18,4,1,MEMBER,False,False,True,closed,4922,1780523753,2026-06-03T21:02:37.686833+00:00,
3231655337,Cursor,Murderlon,9060226,46273445,https://github.com/transloadit/uppy/pull/5826,https://api.github.com/repos/transloadit/uppy/pulls/5826,ok,200,1903,79,24,3,CONTRIBUTOR,False,False,True,closed,4921,1780523753,2026-06-03T21:02:39.066362+00:00,
3267602007,Claude_Code,lmeyerov,4249447,36759907,https://github.com/graphistry/pygraphistry/pull/715,https://api.github.com/repos/graphistry/pygraphistry/pulls/715,ok,200,6471,145,49,49,CONTRIBUTOR,False,False,False,closed,4920,1780523753,2026-06-03T21:02:40.572479+00:00,
3100360182,OpenAI_Codex,peter-lawrey,1070321,31261671,https://github.com/OpenHFT/Chronicle-Bytes/pull/657,https://api.github.com/repos/OpenHFT/Chronicle-Bytes/pulls/657,ok,200,108,154,16,1,MEMBER,False,False,True,closed,4919,1780523753,2026-06-03T21:02:41.604286+00:00,
